   #Energy      xx(%)           yy(%)
   2.790      0.8123E+01      0.6218E+01
   2.798      0.8212E+01      0.6238E+01
   2.806      0.8301E+01      0.6257E+01
   2.814      0.8390E+01      0.6276E+01
   2.822      0.8478E+01      0.6294E+01
   2.830      0.8566E+01      0.6312E+01
   2.838      0.8653E+01      0.6329E+01
   2.846      0.8741E+01      0.6347E+01
   2.853      0.8827E+01      0.6363E+01
   2.861      0.8913E+01      0.6379E+01
   2.869      0.8999E+01      0.6395E+01
   2.877      0.9085E+01      0.6411E+01
   2.885      0.9169E+01      0.6426E+01
   2.893      0.9254E+01      0.6442E+01
   2.901      0.9337E+01      0.6457E+01
   2.909      0.9420E+01      0.6472E+01
   2.917      0.9503E+01      0.6486E+01
   2.925      0.9585E+01      0.6501E+01
   2.933      0.9666E+01      0.6516E+01
   2.941      0.9747E+01      0.6531E+01
   2.948      0.9828E+01      0.6547E+01
   2.956      0.9908E+01      0.6562E+01
   2.964      0.9987E+01      0.6578E+01
   2.972      0.1007E+02      0.6594E+01
   2.980      0.1015E+02      0.6611E+01
   2.988      0.1022E+02      0.6629E+01
   2.996      0.1030E+02      0.6647E+01
   3.004      0.1038E+02      0.6666E+01
   3.012      0.1046E+02      0.6686E+01
   3.019      0.1054E+02      0.6707E+01
   3.027      0.1062E+02      0.6729E+01
   3.035      0.1069E+02      0.6752E+01
   3.043      0.1077E+02      0.6777E+01
   3.051      0.1085E+02      0.6802E+01
   3.059      0.1093E+02      0.6830E+01
   3.067      0.1101E+02      0.6858E+01
   3.075      0.1109E+02      0.6889E+01
   3.083      0.1117E+02      0.6921E+01
   3.091      0.1126E+02      0.6955E+01
   3.099      0.1134E+02      0.6991E+01
   3.107      0.1142E+02      0.7028E+01
   3.114      0.1151E+02      0.7068E+01
   3.122      0.1159E+02      0.7110E+01
   3.130      0.1168E+02      0.7153E+01
   3.138      0.1177E+02      0.7199E+01
   3.146      0.1186E+02      0.7247E+01
   3.154      0.1195E+02      0.7297E+01
   3.162      0.1204E+02      0.7349E+01
   3.170      0.1214E+02      0.7404E+01
   3.178      0.1223E+02      0.7460E+01
   3.186      0.1233E+02      0.7519E+01
   3.193      0.1243E+02      0.7580E+01
   3.201      0.1253E+02      0.7643E+01
   3.209      0.1263E+02      0.7708E+01
   3.217      0.1274E+02      0.7775E+01
   3.225      0.1284E+02      0.7845E+01
   3.233      0.1295E+02      0.7916E+01
   3.241      0.1306E+02      0.7989E+01
   3.249      0.1317E+02      0.8064E+01
   3.257      0.1329E+02      0.8141E+01
   3.265      0.1340E+02      0.8219E+01
   3.272      0.1352E+02      0.8299E+01
   3.280      0.1364E+02      0.8381E+01
   3.288      0.1376E+02      0.8463E+01
   3.296      0.1388E+02      0.8547E+01
   3.304      0.1400E+02      0.8633E+01
   3.312      0.1413E+02      0.8719E+01
   3.320      0.1426E+02      0.8806E+01
   3.328      0.1438E+02      0.8894E+01
   3.336      0.1451E+02      0.8983E+01
   3.344      0.1464E+02      0.9072E+01
   3.352      0.1477E+02      0.9161E+01
   3.359      0.1490E+02      0.9251E+01
   3.367      0.1504E+02      0.9341E+01
   3.375      0.1517E+02      0.9431E+01
   3.383      0.1530E+02      0.9521E+01
   3.391      0.1543E+02      0.9610E+01
   3.399      0.1557E+02      0.9700E+01
   3.407      0.1570E+02      0.9788E+01
   3.415      0.1583E+02      0.9876E+01
   3.423      0.1597E+02      0.9964E+01
   3.431      0.1610E+02      0.1005E+02
   3.438      0.1623E+02      0.1014E+02
   3.446      0.1636E+02      0.1022E+02
   3.454      0.1649E+02      0.1031E+02
   3.462      0.1662E+02      0.1039E+02
   3.470      0.1674E+02      0.1047E+02
   3.478      0.1687E+02      0.1055E+02
   3.486      0.1699E+02      0.1063E+02
   3.494      0.1711E+02      0.1071E+02
   3.502      0.1723E+02      0.1078E+02
   3.510      0.1735E+02      0.1086E+02
   3.518      0.1746E+02      0.1093E+02
   3.525      0.1757E+02      0.1100E+02
   3.533      0.1768E+02      0.1107E+02
   3.541      0.1779E+02      0.1114E+02
   3.549      0.1789E+02      0.1121E+02
   3.557      0.1799E+02      0.1128E+02
   3.565      0.1809E+02      0.1135E+02
   3.573      0.1818E+02      0.1141E+02
   3.581      0.1827E+02      0.1148E+02
   3.589      0.1836E+02      0.1154E+02
   3.597      0.1845E+02      0.1160E+02
   3.604      0.1853E+02      0.1167E+02
   3.612      0.1860E+02      0.1173E+02
   3.620      0.1868E+02      0.1179E+02
   3.628      0.1875E+02      0.1185E+02
   3.636      0.1882E+02      0.1191E+02
   3.644      0.1888E+02      0.1197E+02
   3.652      0.1894E+02      0.1204E+02
   3.660      0.1900E+02      0.1210E+02
   3.668      0.1906E+02      0.1216E+02
   3.676      0.1911E+02      0.1222E+02
   3.683      0.1916E+02      0.1229E+02
   3.691      0.1921E+02      0.1235E+02
   3.699      0.1926E+02      0.1242E+02
   3.707      0.1931E+02      0.1248E+02
   3.715      0.1935E+02      0.1255E+02
   3.723      0.1939E+02      0.1262E+02
   3.731      0.1943E+02      0.1269E+02
   3.739      0.1947E+02      0.1276E+02
   3.747      0.1951E+02      0.1284E+02
   3.755      0.1955E+02      0.1291E+02
   3.763      0.1959E+02      0.1299E+02
   3.771      0.1962E+02      0.1307E+02
   3.778      0.1966E+02      0.1315E+02
   3.786      0.1970E+02      0.1323E+02
   3.794      0.1974E+02      0.1332E+02
   3.802      0.1978E+02      0.1340E+02
   3.810      0.1982E+02      0.1349E+02
   3.818      0.1986E+02      0.1358E+02
   3.826      0.1990E+02      0.1367E+02
   3.834      0.1994E+02      0.1377E+02
   3.842      0.1998E+02      0.1386E+02
   3.849      0.2003E+02      0.1396E+02
   3.857      0.2008E+02      0.1406E+02
   3.865      0.2012E+02      0.1415E+02
   3.873      0.2017E+02      0.1425E+02
   3.881      0.2022E+02      0.1435E+02
   3.889      0.2028E+02      0.1446E+02
   3.897      0.2033E+02      0.1456E+02
   3.905      0.2039E+02      0.1466E+02
   3.913      0.2045E+02      0.1476E+02
   3.921      0.2050E+02      0.1486E+02
   3.929      0.2056E+02      0.1497E+02
   3.936      0.2063E+02      0.1507E+02
   3.944      0.2069E+02      0.1517E+02
   3.952      0.2075E+02      0.1527E+02
   3.960      0.2082E+02      0.1537E+02
   3.968      0.2088E+02      0.1547E+02
   3.976      0.2095E+02      0.1557E+02
   3.984      0.2102E+02      0.1566E+02
   3.992      0.2108E+02      0.1576E+02
   4.000      0.2115E+02      0.1585E+02
   4.008      0.2122E+02      0.1594E+02
   4.016      0.2129E+02      0.1603E+02
   4.023      0.2135E+02      0.1612E+02
   4.031      0.2142E+02      0.1621E+02
   4.039      0.2149E+02      0.1629E+02
   4.047      0.2155E+02      0.1637E+02
   4.055      0.2162E+02      0.1646E+02
   4.063      0.2168E+02      0.1653E+02
   4.071      0.2175E+02      0.1661E+02
   4.079      0.2181E+02      0.1669E+02
   4.087      0.2187E+02      0.1676E+02
   4.095      0.2193E+02      0.1683E+02
   4.102      0.2199E+02      0.1690E+02
   4.110      0.2205E+02      0.1697E+02
   4.118      0.2211E+02      0.1703E+02
   4.126      0.2217E+02      0.1710E+02
   4.134      0.2222E+02      0.1716E+02
   4.142      0.2227E+02      0.1722E+02
   4.150      0.2233E+02      0.1728E+02
   4.158      0.2238E+02      0.1734E+02
   4.166      0.2243E+02      0.1740E+02
   4.174      0.2248E+02      0.1746E+02
   4.181      0.2253E+02      0.1752E+02
   4.189      0.2257E+02      0.1757E+02
   4.197      0.2262E+02      0.1763E+02
   4.205      0.2266E+02      0.1768E+02
   4.213      0.2270E+02      0.1774E+02
   4.221      0.2274E+02      0.1779E+02
   4.229      0.2278E+02      0.1784E+02
   4.237      0.2282E+02      0.1790E+02
   4.245      0.2286E+02      0.1795E+02
   4.253      0.2289E+02      0.1800E+02
   4.261      0.2293E+02      0.1805E+02
   4.268      0.2296E+02      0.1811E+02
   4.276      0.2299E+02      0.1816E+02
   4.284      0.2302E+02      0.1821E+02
   4.292      0.2305E+02      0.1826E+02
   4.300      0.2308E+02      0.1832E+02
   4.308      0.2311E+02      0.1837E+02
   4.316      0.2313E+02      0.1842E+02
   4.324      0.2315E+02      0.1847E+02
   4.332      0.2318E+02      0.1852E+02
   4.340      0.2319E+02      0.1857E+02
   4.348      0.2321E+02      0.1862E+02
   4.355      0.2323E+02      0.1867E+02
   4.363      0.2324E+02      0.1872E+02
   4.371      0.2325E+02      0.1876E+02
   4.379      0.2326E+02      0.1881E+02
   4.387      0.2327E+02      0.1885E+02
   4.395      0.2327E+02      0.1890E+02
   4.403      0.2328E+02      0.1894E+02
   4.411      0.2328E+02      0.1898E+02
   4.419      0.2328E+02      0.1902E+02
   4.426      0.2327E+02      0.1906E+02
   4.434      0.2327E+02      0.1909E+02
   4.442      0.2326E+02      0.1913E+02
   4.450      0.2325E+02      0.1916E+02
   4.458      0.2324E+02      0.1919E+02
   4.466      0.2322E+02      0.1922E+02
   4.474      0.2321E+02      0.1924E+02
   4.482      0.2319E+02      0.1927E+02
   4.490      0.2317E+02      0.1929E+02
   4.498      0.2314E+02      0.1931E+02
   4.506      0.2312E+02      0.1932E+02
   4.513      0.2309E+02      0.1933E+02
   4.521      0.2307E+02      0.1935E+02
   4.529      0.2304E+02      0.1935E+02
   4.537      0.2301E+02      0.1936E+02
   4.545      0.2297E+02      0.1936E+02
   4.553      0.2294E+02      0.1936E+02
   4.561      0.2291E+02      0.1936E+02
   4.569      0.2287E+02      0.1935E+02
   4.577      0.2284E+02      0.1935E+02
   4.585      0.2280E+02      0.1934E+02
   4.593      0.2277E+02      0.1933E+02
   4.600      0.2273E+02      0.1931E+02
   4.608      0.2270E+02      0.1929E+02
   4.616      0.2267E+02      0.1928E+02
   4.624      0.2263E+02      0.1926E+02
   4.632      0.2260E+02      0.1923E+02
   4.640      0.2257E+02      0.1921E+02
   4.648      0.2254E+02      0.1918E+02
   4.656      0.2251E+02      0.1916E+02
   4.664      0.2248E+02      0.1913E+02
   4.672      0.2246E+02      0.1910E+02
   4.679      0.2243E+02      0.1907E+02
   4.687      0.2241E+02      0.1904E+02
   4.695      0.2239E+02      0.1900E+02
   4.703      0.2237E+02      0.1897E+02
   4.711      0.2236E+02      0.1894E+02
   4.719      0.2234E+02      0.1890E+02
   4.727      0.2233E+02      0.1887E+02
   4.735      0.2232E+02      0.1884E+02
   4.743      0.2232E+02      0.1880E+02
   4.751      0.2231E+02      0.1877E+02
   4.758      0.2231E+02      0.1874E+02
   4.766      0.2231E+02      0.1870E+02
   4.774      0.2231E+02      0.1867E+02
   4.782      0.2231E+02      0.1864E+02
   4.790      0.2232E+02      0.1861E+02
   4.798      0.2233E+02      0.1858E+02
   4.806      0.2234E+02      0.1856E+02
   4.814      0.2235E+02      0.1853E+02
   4.822      0.2236E+02      0.1851E+02
   4.830      0.2237E+02      0.1848E+02
   4.838      0.2238E+02      0.1846E+02
   4.846      0.2239E+02      0.1844E+02
   4.853      0.2241E+02      0.1842E+02
   4.861      0.2242E+02      0.1841E+02
   4.869      0.2243E+02      0.1839E+02
   4.877      0.2244E+02      0.1838E+02
   4.885      0.2245E+02      0.1837E+02
   4.893      0.2246E+02      0.1836E+02
   4.901      0.2247E+02      0.1835E+02
   4.909      0.2247E+02      0.1835E+02
   4.917      0.2248E+02      0.1834E+02
   4.925      0.2248E+02      0.1834E+02
   4.932      0.2247E+02      0.1834E+02
   4.940      0.2247E+02      0.1834E+02
   4.948      0.2246E+02      0.1834E+02
   4.956      0.2245E+02      0.1834E+02
   4.964      0.2243E+02      0.1834E+02
   4.972      0.2241E+02      0.1834E+02
   4.980      0.2239E+02      0.1835E+02
   4.988      0.2236E+02      0.1835E+02
   4.996      0.2233E+02      0.1835E+02
   5.004      0.2229E+02      0.1835E+02
   5.011      0.2225E+02      0.1835E+02
   5.019      0.2220E+02      0.1835E+02
   5.027      0.2215E+02      0.1835E+02
   5.035      0.2210E+02      0.1835E+02
   5.043      0.2204E+02      0.1835E+02
   5.051      0.2198E+02      0.1834E+02
   5.059      0.2191E+02      0.1833E+02
   5.067      0.2183E+02      0.1832E+02
   5.075      0.2176E+02      0.1831E+02
   5.083      0.2168E+02      0.1829E+02
   5.090      0.2159E+02      0.1827E+02
   5.098      0.2150E+02      0.1825E+02
   5.106      0.2141E+02      0.1822E+02
   5.114      0.2131E+02      0.1820E+02
   5.122      0.2121E+02      0.1816E+02
   5.130      0.2110E+02      0.1813E+02
   5.138      0.2100E+02      0.1809E+02
   5.146      0.2089E+02      0.1805E+02
   5.154      0.2077E+02      0.1800E+02
   5.162      0.2066E+02      0.1795E+02
   5.170      0.2054E+02      0.1790E+02
   5.178      0.2042E+02      0.1784E+02
   5.185      0.2030E+02      0.1778E+02
   5.193      0.2017E+02      0.1771E+02
   5.201      0.2004E+02      0.1765E+02
   5.209      0.1992E+02      0.1758E+02
   5.217      0.1979E+02      0.1750E+02
   5.225      0.1966E+02      0.1743E+02
   5.233      0.1953E+02      0.1735E+02
   5.241      0.1940E+02      0.1727E+02
